image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00013955	-0.664739	-1.034200	-0.207846	-0.659382	-0.735989	-0.487140	-1.244723	0.370118	-0.761235	-1.092361	
00013956	-1.533665	-2.940315	-1.689752	-0.749089	3.120246	-1.439912	-1.754629	-0.767922	-0.806877	-0.830994	
00013957	-1.302987	-1.261937	-0.955555	-1.445650	-0.834111	-1.752645	1.063408	-0.598354	-1.528613	-0.952387	
00013958	-1.165816	-1.567355	-1.828087	-1.613236	-0.864287	-1.885347	0.213112	-0.503902	-1.504558	-1.087169	
00013959	-0.609116	-1.839758	-2.228258	-1.438751	-1.391578	-0.745458	1.882848	-0.547021	-1.400695	0.406303	
00013960	-1.637177	3.921229	-5.061043	-1.358977	-3.340149	-3.366084	-0.889504	-1.591642	-1.017829	-3.819936	
00013961	-0.715739	-0.906512	-1.033340	-0.938278	-1.451817	-1.345399	-1.509705	2.038144	-1.283003	-1.024321	
00013962	-1.212697	-1.104041	-0.431541	-0.718804	-0.331099	-0.873503	-1.388410	2.361169	-1.184871	-1.426872	
00013963	-1.694803	-1.917116	-1.549377	-0.846264	-0.457939	-1.116633	0.065365	-1.114474	-0.851285	-0.537487	
00013964	-1.101223	-1.994959	-2.744635	-0.957727	-2.233710	-3.504019	-1.855276	1.376042	-1.421554	-1.998797	
00013965	-1.123828	-1.625717	-1.363722	1.524824	-1.423716	-1.566079	-1.267735	-0.130099	-1.431979	-2.107494	
00013966	-1.239347	-2.078461	-0.442871	-1.192399	-0.449986	-0.897776	-1.658172	3.503913	-1.226456	-0.577611	
00013967	-1.290267	-2.228852	-1.338043	-1.186039	-1.459466	-1.987760	1.070089	-0.949812	-1.211443	-1.176038	
00013968	-1.105651	-1.232743	-0.851664	-0.849665	-0.723770	-0.830628	-0.481584	1.366318	-0.923468	-1.073131	
00013969	-1.462665	-2.552936	-1.359025	-0.576384	-2.110826	-1.168363	-1.869373	0.733362	-1.332549	-2.063874	
00013970	-1.310539	-3.123710	-2.929988	-1.375459	-0.721018	-2.590394	2.688501	-1.885816	-1.572473	-1.319231	
00013971	-0.933525	-0.603995	-1.294590	-1.168945	-0.274541	-0.592015	-3.612119	5.380985	-0.422023	-0.854514	
00013972	-1.339415	-1.625389	-0.999138	0.213805	-0.225608	-1.924300	-1.754796	-0.172226	-0.722280	-0.659045	
00013973	-0.927365	-1.235793	-0.627588	-1.337224	0.817046	0.340570	-1.205846	-0.981613	-0.397761	-0.599693	
00013974	-1.530220	-2.089941	-1.895013	1.762356	-2.467790	-1.730896	-1.358098	0.244677	-1.314602	-2.568039	
00013975	-2.096599	-3.378621	-1.107903	-1.264045	-0.436007	-2.004339	-1.191047	1.155914	-0.709445	-0.354693	
00013976	-1.188436	0.307978	-1.567207	-1.023190	-1.098987	-1.059679	-0.069285	-0.491557	-1.370623	-1.372778	
00013977	-0.924201	-1.152267	-3.321514	-4.525845	-1.579664	-3.331538	2.797056	-0.531864	-2.978707	-0.307812	
00013978	-1.635702	-3.709952	-2.014934	-0.976712	-1.534027	-1.242127	4.424395	-0.838862	-0.768949	-1.396437	
00013979	-1.264032	-1.572385	-0.854059	-1.431094	0.216219	-0.469716	-0.852279	-0.011891	-0.793986	-0.231630	
00013980	-1.296213	-1.705264	-1.335214	0.525670	-2.086178	-1.498527	-1.705807	0.678594	-1.371390	-2.590387	
00013981	1.391645	-2.533165	-0.982959	-0.845573	-0.693791	-2.401653	-2.911712	3.273505	-1.536087	-1.870992	
00013982	-1.236639	-0.665859	-0.403748	-1.887823	-0.934799	-1.422930	-0.864609	-1.780755	-0.253081	-1.038412	
00013983	0.214689	-2.338483	0.576417	-2.889830	-0.921048	-1.856137	-0.965537	-2.678342	-1.963257	-0.511912	
00013984	-2.297147	-1.339523	-0.694518	-1.272765	-1.125057	-0.564782	-0.583109	2.378459	-0.899585	-0.670448	
00013985	-1.577228	-1.146195	-1.009879	-1.509199	-0.958923	-0.883760	-0.226418	-0.138325	-0.509491	-0.871678	
00013986	-1.343183	-1.452013	-0.622123	-1.852105	-1.844520	-1.361560	0.746064	-0.652540	-1.216067	-1.106512	
00013987	-2.544377	-1.819076	2.257273	-1.083225	-1.827458	-0.687036	-1.617065	-1.049517	-1.455271	-1.828613	
00013988	-1.440494	-1.551024	-1.293342	-1.555019	-0.773231	-1.179171	0.585216	0.396149	-1.019187	-1.109496	
00013989	-1.103769	-1.521518	-1.563948	-0.652566	-0.776365	-1.204018	-1.166496	-0.002201	-0.669156	-1.428010	
00013990	-1.846638	-1.760947	-2.465978	1.723608	-2.532462	-2.020597	-1.994205	-0.090628	-2.326041	-1.511826	
00013991	-1.033623	-1.309532	-1.653150	0.590296	-1.607939	-0.970425	-1.296136	0.349148	-1.838664	-2.066350	
00013992	-1.466497	0.237605	-0.910940	-0.761773	-0.869295	-1.404066	-1.212931	1.724993	-0.883002	-1.869627	
00013993	-0.871528	-2.173232	-1.525204	0.454417	-1.731828	-1.590714	-1.179178	0.633267	-1.904221	-1.957063	
00013994	-1.110643	-1.578901	-1.239272	-1.466149	-0.136564	-0.752253	1.447160	-1.063583	-0.952590	-0.698991	
00013995	-1.570137	-1.724861	-1.795616	0.029311	-2.025760	-1.718189	-2.397700	0.149160	-2.265607	-2.190476	
00013996	-1.003697	-1.868007	-0.314757	-1.626445	1.314840	1.403277	-1.991087	-1.690404	-0.221417	-1.469558	
00013997	-1.206907	-2.760486	-1.933408	1.083961	-1.893882	-1.549001	-1.361683	-0.559182	-1.154624	-3.332028	
00013998	-0.982313	-2.138631	-1.306489	2.834387	-1.604082	-2.004559	-1.476552	-0.800685	-1.723398	-2.299838	
00013999	-0.806498	-2.751485	-2.773455	-0.559831	-1.688357	-2.324468	-1.767494	1.057928	-0.832182	-2.986494	
00014000	-1.094806	-1.399534	-1.430828	2.206309	-1.946669	-2.490508	-0.888756	-1.250593	-1.304115	-1.308878	
00014001	-1.052119	-1.534924	-1.337150	-0.366140	-0.315905	-1.832395	-0.799825	-0.484037	-0.061839	-0.907818	
00014002	-1.541193	-1.907029	-0.708731	-1.480354	-1.011909	-0.812534	-1.797395	4.293877	-1.200735	-0.843780	
00014003	-1.163710	-1.519994	-0.385375	-1.250502	-1.300162	-1.846113	0.292728	0.317651	-1.360726	-0.477892	
00014004	-4.078834	2.431962	-1.839310	-1.881416	-1.004493	-0.686347	-1.079923	-5.850262	-1.009328	-1.504112	
00014005	-1.148288	-1.204705	-0.708743	-1.106038	-2.002523	-2.712721	-1.975278	4.220121	-2.005170	-0.009474	
00014006	-0.891896	-0.719504	-1.274262	-1.257906	-0.911193	-0.819794	-0.782801	-0.111029	-0.869267	-1.050006	
00014007	-0.848219	-2.021352	-0.773504	-0.867936	-0.760779	-0.961201	-0.754865	1.504205	-0.564546	-1.072538	
00014008	-0.972266	-1.771782	-1.441028	-0.596358	-1.431556	-1.220023	-1.708046	0.838181	-1.095103	-3.193560	
00014009	-1.141345	-1.067858	-1.037414	-2.196530	-2.336713	-1.456985	0.400647	-1.142582	-0.861314	-1.425337	
00014010	-1.630701	-1.728570	-1.557477	1.696152	-1.715745	-1.603215	-1.545867	-0.465933	-1.626801	-0.857223	
00014011	-0.669292	-0.268477	-1.245729	-1.853973	-1.026575	-1.494743	0.563267	-0.392050	-1.184423	-0.078627	
00014012	-1.260286	-1.984196	-1.504021	1.741731	-1.477038	-1.541622	-1.448789	-0.724685	-1.355496	-1.950834	
00014013	-1.069173	-2.963291	-2.051196	-0.428294	-2.273235	-2.163801	-1.134238	1.127761	-1.111482	-1.567358	
00014014	-3.291509	2.097016	-1.165780	-1.905846	-1.568697	-1.201112	-1.440499	-1.178610	-1.296817	-1.579242	
00014015	1.473952	-2.234187	-0.841124	-0.861897	-1.503444	-3.051809	-2.939243	3.113431	-1.958272	-2.518004	
00014016	-1.514032	-2.091512	-1.645259	-1.109144	-0.986516	-1.507157	1.811060	-0.283828	-1.264573	-0.417377	
00014017	-0.474815	-1.592845	-1.863115	1.465920	-1.710857	-1.280169	-1.784978	1.442375	-1.222479	-1.605106	
00014018	-1.519497	-1.764312	-1.645969	0.820251	-2.120861	-1.685684	-1.693649	-0.383109	-1.576471	-2.433974	
00014019	-0.927946	-1.453619	-1.566425	0.403561	-1.264500	-1.319916	-1.315429	-0.178734	-1.072820	-1.076027	
00014020	-1.284899	-1.817022	-1.104782	-0.896951	0.187350	-0.893859	-1.179717	-0.624980	-0.434051	0.708909	
00014021	-1.352255	-2.059012	-2.233532	2.246223	-2.003681	-2.081550	-2.006345	-0.439836	-1.922988	-3.008326	
00014022	-2.781009	-3.502047	-1.063861	-0.738657	-0.957373	-1.022427	2.936645	-0.681476	-1.700470	-1.782700	
00014023	-1.795374	-1.624598	-0.805286	-1.017971	-0.339716	-1.509901	-1.758450	-0.571521	-1.217207	-0.861056	
00014024	-0.820118	-1.022206	-0.936472	-0.188055	-1.331567	-1.056737	-2.066263	0.414305	-1.946564	-1.701313	
00014025	-1.347305	-1.655298	-1.401719	0.511633	-1.422642	-1.223754	-1.139335	0.061567	-0.666726	-1.532649	
00014026	-1.182370	-1.742077	-0.130918	-1.905048	0.175609	-1.661661	-2.439857	-0.335654	-1.244352	-2.079749	
00014027	1.678078	-3.638260	-1.097548	-1.367632	-1.241898	-1.098381	-2.863538	-0.386215	-0.952266	-3.399047	
00014028	-1.362617	-1.723595	-1.582110	-0.950716	-1.055013	-1.494697	-0.325959	0.575698	-1.190413	-0.832499	
00014029	-0.573456	-0.566731	-1.203466	-0.486285	-2.193605	-0.348779	-0.703134	0.871632	-0.654700	-1.630912	
00014030	-1.960786	1.085965	-1.209802	-2.198970	-1.404101	-1.157948	-1.028715	-1.339484	-1.562249	-1.543258	
00014031	-1.236803	-1.405184	-1.118140	-1.505746	1.284324	-1.087095	-1.133847	-0.232493	-1.214274	-0.736281	
00014032	-1.095233	-1.149807	-0.937189	-0.544993	-1.318067	-1.776962	-1.266829	0.625077	-1.128018	-1.225299	
00014033	-1.015222	-1.173232	-1.668419	-1.064983	-1.037816	-0.900344	-1.175757	-0.805787	1.462340	-1.578767	
00014034	-1.094048	-1.418284	-1.335597	-1.319586	-1.384536	-1.297687	-0.248826	1.991115	-1.019436	-1.243248	
00014035	-0.467827	-1.736455	-1.285674	-0.845210	-0.841038	-1.554117	-0.568842	-0.861985	-1.961203	-1.736208	
00014036	-1.482130	-4.421032	-0.214289	-0.915352	-1.306720	-1.189774	-2.465998	5.070381	-1.670308	-0.790238	
00014037	-1.315820	-1.402881	-1.401627	-1.489469	-1.522550	-1.425916	-2.340773	0.927657	-1.891509	-1.541249	
00014038	-2.171557	-1.431287	-3.311162	2.870312	-2.003375	-1.756845	-2.339611	-0.783975	-2.082756	-3.052868	
00014039	-0.792447	-0.050538	1.247109	-1.033118	-0.034149	-0.580584	-1.130130	-0.231730	-0.779089	-0.678045	
00014040	-0.908185	-1.924750	-1.265285	-0.506982	-0.484341	-1.329796	-0.753889	0.206754	-0.899283	-0.483509	
00014041	-2.038776	-4.158361	-1.207741	-1.826815	-0.743878	-1.662221	-1.531758	-1.000708	-0.447477	2.056937	
00014042	-1.286242	-2.029022	-0.735058	-0.707627	-0.134255	-0.729562	-1.144334	1.927113	-0.857767	-0.643244	
00014043	-1.530540	-2.007851	-1.652307	-1.288822	-1.947822	-1.252468	-1.603138	1.215955	-1.652193	-1.944313	
00014044	-0.879157	-1.232782	-1.212340	-0.988955	-0.814868	-0.874157	-1.017355	-1.075092	0.359695	-1.566156	
00014045	-1.215997	-2.082788	-0.968539	1.435713	-2.500577	-1.905140	-1.351038	0.266259	-2.867073	-1.571360	
00014046	-1.050117	0.243644	-1.036500	-0.971136	-1.370944	-1.608424	-1.359436	-0.725292	-1.085335	-1.370030	
00014047	-0.958104	-0.968343	-0.913061	-0.657211	-0.921095	-0.883848	-0.792169	-0.515271	-0.921422	-1.197590	
00014048	-1.578805	-2.094437	-0.982392	-1.588672	-0.267686	-1.765671	-1.014355	0.931035	-0.817681	0.450399	
00014049	-0.896979	-1.014250	-0.879339	-0.689952	-0.629219	-1.415483	-1.369023	0.129197	-1.119069	-1.678372	
00014050	-2.536837	-4.838700	5.298335	-1.210947	-2.719880	-1.322799	-1.711941	-1.956424	-1.174271	-0.242796	
00014051	-1.696703	-2.920047	-1.672033	-0.654663	-0.875146	-2.427110	-1.036096	0.920157	-0.323191	-1.300425	
00014052	-1.654878	-2.666266	-0.513980	-1.175898	0.115268	-1.255763	-1.429712	-0.415321	-0.245693	0.658429	
00014053	-3.983235	1.284438	-1.985713	-1.238682	-1.989909	-1.013403	-0.778423	-1.475655	-1.542120	-1.475207	
00014054	-1.051197	-0.886938	-1.251756	-0.903729	-4.874084	-1.815074	-2.691883	0.908370	-0.747631	-4.547025	
00014055	-1.003567	-1.336543	-1.589538	0.123817	-1.317029	-1.133606	-1.228989	-0.239163	-1.225003	-1.478691	
00014056	-0.264726	-2.845707	-1.989110	-0.647431	-1.432639	-1.862507	-0.609227	0.502071	-1.382205	-1.174227	
00014057	-0.975316	-1.519582	-0.568549	-1.082540	-0.541169	-0.895104	-1.247426	4.211425	-0.691211	-0.385470	
00014058	-2.530154	-2.042944	4.190842	-1.768888	-1.349669	-1.037643	-1.335370	-1.688851	-2.143301	-1.556471	
00014059	-1.253100	-1.283924	-0.586371	-1.183574	-1.455355	-1.142289	-1.858795	2.294833	-1.444771	-0.897681	
00014060	-2.119205	-2.103943	-2.586839	2.323768	-2.734979	-2.505161	-1.875660	-0.108060	-2.066179	-1.592368	
00014061	-1.016280	-1.713697	-2.924328	-0.048604	-0.951617	-1.338104	-0.951588	0.364636	-0.654902	-0.747571	
00014062	-0.735823	-1.050661	-1.430471	-0.452616	-1.290534	-1.723780	-1.067365	1.817832	-1.324195	-0.573305	
00014063	-1.020140	-1.086839	-1.025870	-1.198543	0.001798	-0.182555	-1.140208	-0.633208	-0.318781	-0.227259	
00014064	-2.069196	-2.181005	-1.506986	1.841407	-2.579646	-2.569410	-2.724890	-0.473851	-1.988950	-1.397197	
00014065	-1.258363	-1.530344	-0.797780	-1.309537	-0.736077	-1.269770	-0.717475	2.531622	-1.236096	-0.587249	
00014066	-1.520533	-3.048655	-2.312274	-0.606611	-1.402919	-2.605981	1.799773	-0.827297	-1.684613	-1.415519	
00014067	-1.074769	-1.466194	-0.684953	-2.109288	0.533632	0.362998	-1.341772	-1.360935	-0.580928	-0.916515	
00014068	-1.422845	-2.193928	-1.618303	-0.931791	-1.767913	-1.685256	0.035492	0.212925	-1.339656	-1.832893	
00014069	-1.457246	-0.980340	-0.812390	-1.063354	-0.833318	-0.823849	-1.025656	1.971439	-1.005591	-0.489757	
00014070	-1.884506	-1.503707	-0.736485	-1.185026	0.114410	-0.618154	-1.683295	-0.852281	-0.524485	-0.077123	
00014071	-1.244064	-1.381585	-0.611496	-1.208486	-0.497955	-0.480185	-0.787987	0.890329	-0.955301	-0.713714	
00014072	-1.336896	-1.790127	-0.452169	-0.933139	-0.473921	-0.925081	-1.003083	1.804467	-0.849543	-0.639519	
00014073	-1.027265	-1.252907	-1.129209	-0.024352	-1.335795	-1.291823	-1.160712	-0.107868	-1.278146	-1.529012	
00014074	-1.810852	-2.844857	-0.484134	-0.765259	-1.048700	-1.060029	-1.827637	4.516272	-0.922148	-0.838241	
00014075	-1.362604	-2.819501	-2.183900	-0.550744	-0.941562	-2.490047	1.325427	0.107804	-0.903885	-0.136871	
00014076	-1.454372	-1.690996	-1.708990	0.930744	-0.951816	-1.756894	-1.558072	-1.001265	-1.228229	-1.689523	
00014077	-2.055129	-1.030198	-0.663556	-0.862860	-1.492532	-0.647425	-2.270276	3.390275	-0.812432	-1.373988	
00014078	-1.825490	-1.559764	-0.962694	-1.121192	-0.098327	-0.820179	-1.622086	-0.678920	-1.039254	0.665766	
00014079	-1.556117	-1.234266	-0.489938	-0.836869	0.859914	1.126638	-1.037075	-0.367439	-0.124364	-0.063696	
00014080	-1.236417	-1.600260	-1.434858	-0.791512	-1.711739	-1.269651	-1.768110	1.412902	-1.304616	-0.339959	
00014081	-1.187750	1.950671	-1.779044	-0.676593	-0.984039	-1.140541	-0.747714	-1.522492	-0.630682	-1.145942	
00014082	-2.594990	2.055191	-2.718061	-1.269547	-3.484796	-1.430807	-1.239765	-1.496564	-3.202118	-1.850742	
00014083	-2.058654	-0.661165	-0.827405	-0.930809	0.249105	-0.702899	-1.563800	0.260351	-0.178912	-0.906548	
00014084	-2.151628	3.388567	-1.721657	-1.598097	-1.354633	-1.465907	-1.500048	-2.612866	-1.119843	-1.793380	
00014085	-2.168163	-2.059462	-1.448690	-1.732385	-1.157541	-0.982366	-1.068073	2.890608	-1.164437	-0.301336	
00014086	-1.384387	-1.454173	-0.662271	-1.295659	0.196458	-0.949095	-1.362576	-0.124743	-1.077201	-0.994087	
00014087	-1.254808	-0.702162	-0.824564	-2.151299	-0.856589	-0.728631	-1.535723	1.895840	-1.166493	-0.920769	
00014088	-1.361137	-0.861988	-0.978615	-0.478504	-1.334324	-1.244720	0.050744	0.965251	-1.042272	-1.384958	
00014089	-1.187927	-1.688013	-0.666995	-0.900604	-0.982467	-1.169223	-1.624044	2.851581	-1.284939	-1.046066	
00014090	-1.163884	-0.710564	-0.838636	-2.353822	-0.131474	-0.785129	-0.856161	-0.768368	0.089715	0.205950	
00014091	-1.207109	-0.918758	-0.525186	-1.018727	-1.284203	-1.352531	-1.023223	0.999653	-1.211125	-1.122797	
00014092	-2.118297	-1.140657	-0.412410	-2.564535	-0.221760	-1.609339	-1.093202	-0.567781	-1.250462	-0.662529	
00014093	-0.289194	-1.150740	-0.832994	-1.433385	-0.771251	-1.355540	-1.057195	2.599024	-1.695125	-1.748404	
00014094	-0.944162	-1.584802	-1.378492	-0.114867	-2.314052	-2.324419	-1.417993	0.359496	-0.115232	-0.319276	
00014095	-1.007004	-0.995170	-0.870878	-0.013642	-1.476737	-1.482387	-1.499034	-0.805366	-0.929934	-1.414636	
00014096	-1.378072	-1.347573	-0.269557	-1.230578	-0.074944	0.241807	-1.057603	1.067550	-0.391465	-0.689318	
00014097	-1.371172	-1.885007	-1.996093	2.149639	-1.332798	-2.427846	-0.962054	-0.422588	-1.078525	-2.386573	
00014098	1.456906	-4.040408	-0.941362	-1.157032	-1.295325	-1.756624	-2.407040	0.649075	-1.595973	-3.293538	
00014099	-0.577365	-1.489004	-1.134399	-1.736041	-1.680659	-1.404858	0.390904	-0.684807	-0.854562	-1.380918	
00014100	-1.245946	-1.011785	-0.789849	-1.223194	-1.207842	-0.892152	-0.852727	1.358755	-1.327993	-1.585205	
00014101	-1.046107	-1.608900	-0.386876	-0.875015	-0.293811	-0.688241	-1.292374	-0.194774	-1.165137	-1.096380	
00014102	-1.782034	-1.493146	-0.916351	-1.123592	-0.734359	-0.499866	-1.096158	1.313581	-0.752997	-1.067659	
00014103	-1.441388	-0.812479	-0.867503	-0.919569	-0.826453	-1.574533	-0.528351	1.525312	-1.460410	-0.889772	
00014104	-1.564428	-1.274974	-0.389508	-1.049836	-0.656165	-0.407477	-1.544171	1.972531	-0.944067	-0.752749	
00014105	-0.876098	-1.485768	-1.398292	-0.924518	-0.487387	-0.600302	-1.322060	0.575696	-0.734280	-1.640259	
00014106	1.223144	-3.011773	-0.978830	-1.009488	-1.667481	-2.256504	-1.493963	0.409602	-1.134562	-3.041882	
00014107	-1.300618	-2.451286	-3.540454	-1.203267	-3.988163	-3.287184	-3.161004	2.761457	-1.188164	-0.818897	
00014108	-1.131007	-1.502987	-1.007367	-1.143139	-0.841322	-1.018740	0.229171	0.302973	-0.832120	-0.550543	
00014109	-1.576836	-1.240502	-0.107952	-1.342208	0.219382	1.168286	-1.372919	1.013427	-0.585051	-0.616857	
00014110	-1.451382	1.195488	-1.328374	-1.251377	-1.307562	-1.412333	-0.587515	-1.594658	-1.094591	-1.557941	
00014111	-1.358906	-1.391017	-0.982792	-0.484730	-0.623060	-1.729084	-1.191695	1.722878	-0.914381	-0.765928	
00014112	-0.889476	-1.551692	-1.659863	0.421734	-1.605635	-1.118884	-1.197565	-0.095432	-1.287237	-1.917129	
00014113	-1.825948	4.829589	-0.912724	-2.186027	-2.340642	-2.326415	-2.685734	-0.951495	-1.313583	-3.682250	
00014114	-1.532751	-1.686705	-0.565689	-1.072039	-0.867153	-0.576988	-1.368304	2.820114	-0.808664	-0.680489	
00014115	-1.555261	-1.427031	-0.571076	-1.582587	-0.445874	-5.322050	-0.443947	1.953971	-0.592356	0.654529	
00014116	-0.851683	-1.388975	-0.903441	-0.688883	-1.318236	-1.595682	-1.450758	1.231462	-1.004786	-1.337387	
00014117	-1.050760	-1.255267	-1.076452	-0.683479	-0.713412	-1.142773	-0.385563	0.444191	-0.907116	-0.877239	
00014118	-1.112353	-1.506763	-1.023380	-1.204627	-0.480343	-0.842165	0.053928	0.390071	-1.026704	-1.004514	
00014119	-0.452554	-1.002700	-1.677201	-0.272306	-2.451961	-1.175917	-1.151113	0.993785	-0.889975	-1.938040	
00014120	-0.660756	-1.554454	-0.941323	0.669856	-0.838165	-1.474291	-0.998107	-0.922936	-0.789158	-0.827279	
00014121	-1.331917	-0.959772	-1.387231	-2.146503	0.355074	1.881768	-0.894041	-0.777285	0.879795	-2.441385	
00014122	-0.848130	1.500225	-1.676508	-1.191142	-2.599238	-1.117444	-1.172349	-0.378549	-1.276468	-2.049264	
00014123	-1.278876	-1.812234	-1.770826	2.239048	-1.915426	-2.337207	-1.798102	-0.599440	-1.376895	-2.205981	
00014124	-0.986000	1.204913	-1.073057	-1.592866	-2.629653	-1.684402	-1.113118	-0.861736	-0.755232	-1.623786	
00014125	-1.207591	-1.537275	-0.881177	-0.827562	-1.151511	-1.064997	-0.853944	2.250683	-1.170989	-2.056265	
00014126	-1.018274	-1.896534	-1.563927	1.652741	-1.771357	-1.412338	-1.756624	-0.245301	-1.442030	-1.187997	
00014127	-1.551863	-1.672559	-1.776270	2.278666	-1.067018	-1.745464	-1.430528	-0.792199	-1.412963	-2.830314	
00014128	-1.318542	-1.162172	-0.599013	-1.081384	-0.412252	-1.012331	-0.719136	0.161530	-0.759095	-0.500553	
00014129	-1.258162	-1.515944	-0.794525	-0.957699	-0.496145	-0.816131	-0.481440	1.528624	-1.076531	-0.773424	
00014130	-1.243440	-1.850790	-1.041928	-0.596649	-0.738888	-1.072995	-0.757948	1.014589	-1.298154	-1.721889	
00014131	-1.197135	-1.275937	-1.709056	-0.916730	-2.056155	-1.749033	-0.979784	0.623546	-1.600422	-1.917492	
00014132	-0.950147	-1.748862	-1.762177	1.436070	-1.948976	-2.163774	-2.427741	-0.365585	-2.448099	-2.507351	
00014133	-1.140599	-2.023616	-1.010355	-0.875662	-1.269455	-1.196923	-0.922993	0.881875	-2.064646	-2.081655	
00014134	-1.361796	-0.782587	1.130617	-1.604646	-0.802814	-1.224482	-0.522621	-0.440896	-1.303887	-1.125313	
00014135	-1.919201	-3.303094	3.079904	-1.362057	-2.265120	-0.913845	-1.363856	-1.090441	-1.487101	-0.715553	
00014136	-0.590613	-1.625479	-0.927339	0.097733	-0.232414	-0.680625	-1.213659	0.755401	-0.993984	-1.400984	
00014137	-1.411395	-1.668152	-1.415563	-1.247985	-1.257681	-1.449217	-1.912286	3.058141	-1.028278	-1.124353	
00014138	-0.751595	-0.715564	-0.317388	-1.473449	0.824302	0.273416	-2.307271	-0.175188	-0.249093	-0.508280	
00014139	1.460101	-3.685439	-0.943661	-1.070509	-0.992670	-0.976875	-3.005040	-0.235498	-0.875516	-3.078254	
00014140	-0.699704	-2.140240	-0.752784	-0.910164	-2.957134	-1.599401	0.126094	0.068672	0.510560	0.890137	
00014141	-0.804068	-1.454272	-1.118432	-0.690942	-0.607143	-1.935569	-0.971962	0.687166	-0.721397	-1.389735	
00014142	-1.894231	2.169863	-2.392385	-5.783372	-4.835887	-1.377290	-1.091010	-2.548363	-1.183033	-1.151907	
00014143	-1.575057	2.019613	-1.412118	-1.798669	-1.904553	-1.610766	-1.526561	-1.237444	-1.907850	-1.581129	
00014144	-1.007066	2.028569	-1.018553	-3.456303	-1.227911	-1.354158	-1.969981	-3.424475	-1.647810	-2.514293	
00014145	-1.638429	-0.771139	-1.002353	-0.919394	-0.979569	-0.924386	-1.660154	2.089762	-0.852755	-1.265032	
00014146	-0.626813	-3.022741	-1.998025	-0.348287	-0.509032	-0.753724	-1.266383	0.089367	-0.501608	-0.842095	
00014147	-0.975574	-1.705357	-1.113577	1.044459	-2.385971	-1.819210	-1.464496	-0.079966	-1.241736	-2.084009	
00014148	-1.397349	0.920087	-0.977297	-0.947662	-1.184153	-1.468981	-1.403336	-3.256390	-2.952151	-1.762910	
00014149	-0.336242	2.463529	-1.235832	-1.645611	-0.894530	-1.161587	-0.710163	-2.541993	-1.033019	-2.365635	
00014150	-1.381514	-1.607595	-0.714274	-1.177409	-0.879172	-1.341760	-1.421548	1.906067	-0.952487	-0.941709	
00014151	-1.561361	-2.605822	-0.942587	-0.905719	-1.903887	-1.632724	-1.267838	1.685065	-1.241494	-2.100833	
00014152	-0.559709	-0.886938	-0.614058	-1.348102	0.111359	-0.965060	-0.559408	2.117387	-1.025019	-0.986884	
00014153	-0.752260	0.127297	-1.571228	-0.703253	-0.994694	-1.319943	-0.745787	-1.731120	-2.279015	-1.817810	
00014154	-1.109544	-1.106558	-0.984034	-0.578283	-1.679326	-1.319665	-1.490740	1.457858	-1.932240	-1.919031	
00014155	-0.659215	-1.624944	-1.359035	-0.920793	-0.700408	-1.050209	-1.371136	-0.231937	-0.418764	-0.652247	
00014156	-1.464744	0.781984	-1.326338	-0.510194	-2.456452	-1.714484	-2.016307	-0.711999	-2.373920	-2.344777	
00014157	-1.022555	-2.937309	-1.005956	-0.969372	-0.786245	-0.874240	1.070377	-1.019246	-2.292384	-1.636504	
00014158	-1.114199	0.432568	-0.786465	-1.568832	-1.908774	-1.150459	-0.331367	-0.572471	0.361680	-1.199676	
00014159	-0.880804	-1.454967	-1.509169	1.198321	-1.783317	-2.247184	-1.720568	0.248270	-1.399066	-1.749970	
00014160	-1.594043	-1.263145	0.786303	-1.712396	-0.010224	-0.232089	-0.807966	-0.796259	-1.244503	-1.580580	
00014161	-1.103247	1.039464	-1.608088	-1.247649	-1.872533	-1.693187	-1.358824	-1.471223	-1.253175	-0.788796	
00014162	-1.513955	-2.240255	-1.820392	-1.749688	-1.715764	-1.319894	1.723886	-0.190098	-1.592251	-1.945069	
00014163	-1.401608	3.683429	-2.291403	-1.265083	-1.204154	-1.435079	-2.473314	-1.295302	-1.079801	-1.054881	
00014164	-1.398094	-1.718327	-0.974049	-0.998546	-2.040781	-1.624739	-0.891706	0.769274	-1.307818	-1.880640	
00014165	-1.655642	-1.090730	-0.870013	-0.594797	-1.316779	-1.225642	-1.125563	-0.845912	-1.091819	-0.450419	
00014166	-0.590972	-1.995803	-2.340634	-0.796162	-3.133788	-2.156112	-2.897723	1.609758	-1.771298	-1.111860	
00014167	-1.627706	-1.870933	-0.365908	-1.578988	0.026950	-1.625303	-1.303159	-0.324710	-0.957861	-0.858848	
00014168	-1.208184	-1.022462	-0.843290	-1.374829	-0.721644	-0.962131	-0.454346	1.457089	-0.802363	-0.604119	
00014169	-1.139572	-1.254379	-0.099606	-1.111127	-0.268665	-0.739198	-1.408507	2.281314	-0.529363	-0.620020	
00014170	-1.273090	-1.951654	-0.789352	0.805814	-1.023513	-1.454819	-1.425009	-0.073458	-1.202349	-1.475452	
00014171	-0.828219	-1.481784	-0.828929	-0.834965	-0.961442	-1.019188	-1.979468	2.559397	-1.033875	-0.159842	
00014172	-1.755462	-1.203448	-0.626208	-1.895880	0.858705	-0.057168	-1.244047	-0.618508	-0.578463	-0.759308	
